Year	Month	Anomaly
1996	8	0.565
1996	9	-1.25
1996	10	1.011
1996	11	5.332
1996	12	-1.715
1997	1	1.966
1997	2	3.9
1997	3	2.441
1997	4	-0.866
1997	5	-0.925
1997	6	1.377
1997	7	0.504
1997	8	0.887
1997	9	-2.377
1997	10	-0.954
1997	11	0.859
1997	12	-1.961
1998	1	4.781
1998	2	1.523
1998	3	2.244
1998	4	-1.214
1998	5	1.153
1998	6	2.806
1998	7	0.6
1998	8	-1.176
1998	9	-0.126
1998	10	0.707
1998	11	-6.803
1998	12	-0.67
1999	1	5.27
1999	2	2.149
1999	3	2.447
1999	4	3.993
1999	5	-3.503
1999	6	4.131
1999	7	3.397
1999	8	-0.355
1999	9	0.637
1999	10	2.434
1999	11	-3.174
1999	12	4.077
2000	1	3.077
2000	2	5.729
2000	3	2.399
2000	4	5.296
2000	5	-1.603
2000	6	-0.917
2000	7	0.916
2000	8	0.17
2000	9	-0.995
2000	10	2.241
2000	11	1.692
2000	12	3.696
2001	1	5.476
2001	2	1.519
2001	3	1.227
2001	4	5.255
2001	5	-0.948
2001	6	-0.427
2001	7	4.546
2001	8	0.326
2001	9	0.861
2001	10	0.408
2001	11	0.995
2001	12	-5.274
2002	1	4.832
2002	2	8.206
2002	3	5.943
2002	4	1.696
2002	5	0.228
2002	6	0.43
2002	7	3.982
2002	8	0.663
2002	9	0.818
2002	10	-2.062
2002	11	-0.024
2002	12	-6.931
2003	1	2.339
2003	2	-0.398
2003	3	0.046
2003	4	-1.095
2003	5	2.869
2003	6	-3.463
2003	7	2.049
2003	8	0.269
2003	9	0.43
2003	10	0.528
2003	11	2.761
2003	12	3.687
2004	1	3.263
2004	2	1.481
2004	3	4.816
2004	4	-0.625
2004	5	-1.046
2004	6	-1.369
2004	7	0.621
2004	8	1.705
2004	9	1.101
2004	10	1.231
2004	11	-0.331
2004	12	3.11
2005	1	6.787
2005	2	-0.667
2005	3	-2.831
2005	4	1.662
2005	5	2.517
2005	6	-0.503
2005	7	0.946
2005	8	0.876
2005	9	2.134
2005	10	1.338
2005	11	2.699
2005	12	1.721
2006	1	-1.033
2006	2	-5.124
2006	3	-0.786
2006	4	0.479
2006	5	-0.217
2006	6	1.456
2006	7	-0.325
2006	8	0.966
2006	9	2.3
2006	10	2.236
2006	11	1.988
2006	12	7.162
2007	1	7.987
2007	2	-2.669
2007	3	7.946
2007	4	0.22
2007	5	3.126
2007	6	0.507
2007	7	0.6
2007	8	3.321
2007	9	1.003
2007	10	2.076
2007	11	-0.663
2007	12	3.84
2008	1	3.58
2008	2	7.083
2008	3	5.4
2008	4	4.006
2008	5	-1.092
2008	6	-1.102
2008	7	0.895
2008	8	1.45
2008	9	-0.029
2008	10	3.87
2008	11	3.462
2008	12	3.756
2009	1	3.92
2009	2	3.276
2009	3	2.744
2009	4	-0.189
2009	5	0.956
2009	6	0.581
2009	7	0.627
2009	8	-0.847
2009	9	2.91
2009	10	1.103
2009	11	3.79
2009	12	-0.476
2010	1	-5.456
2010	2	0.602
2010	3	2.023
2010	4	2.75
2010	5	4.324
2010	6	2.408
2010	7	6.82
2010	8	5.228
2010	9	0.832
2010	10	-1.072
2010	11	4.223
2010	12	-1.536
2011	1	1.918
2011	2	-2.479
2011	3	1.152
2011	4	0.929
2011	5	2.022
2011	6	2.277
2011	7	4.674
2011	8	1.899
2011	9	1.042
2011	10	1.556
2011	11	1.516
2011	12	5.782
2012	1	2.677
2012	2	-3.253
2012	3	0.593
2012	4	2.447
2012	5	2.632
2012	6	0.173
2012	7	2.241
2012	8	1.145
2012	9	1.739
2012	10	1.691
2012	11	2.936
2012	12	-2.44
